source,web-scraper-order,price,size,location,classification,roads,price per foot
Bahrain Finder,1746268062-2467,103528,320.6,Halat AbdulSaleh,RB,2,30
Bahrain Finder,1746268070-2517,103334,320,Hamad Town,RA,1,30
Bahrain Finder,1746268070-2524,99362,307.7,Karranah,RB,1,30
Bahrain Finder,1746268070-2525,87802,271.9,Barbar,RHA,1,30
Bahrain Finder,1746268083-2613,144119,446.3,Maqaba,RA,2,30
Bahrain Finder,1746268083-2624,122031,377.9,Karranah,RB,1,30
Bahrain Finder,1746268087-2639,125260,387.9,Barbar,RA,1,30
Bahrain Finder,1746268095-2697,104917,324.9,Barbar,RA,2,30
Bahrain Finder,1746268095-2706,116768,361.6,Sitra,RB,2,30
Bahrain Finder,1746268099-2734,75079,232.5,Damistan,RA,1,30
Bahrain Finder,1746268103-2753,116703,361.4,Arad,RA,3,30
Bahrain Finder,1746268103-2755,122031,377.9,Arad,RA,2,30
Bahrain Finder,1746268103-2756,116510,360.8,Arad,RA,2,30
Bahrain Finder,1746268107-2799,116316,360.2,Arad,RA,2,30
Bahrain Finder,1746268107-2800,116316,360.2,Arad,RA,2,30
Bahrain Finder,1746268107-2802,116316,360.2,Arad,RA,2,30
Bahrain Finder,1746268107-2803,116316,360.2,Arad,RA,2,30
Bahrain Finder,1746268111-2826,147607,457.1,Galali,RA,2,30
Bahrain Finder,1746268115-2847,83636,259,Saraya 2,RHA,1,30
Bahrain Finder,1746268115-2848,90805,281.2,Saraya 2,RHA,2,30
Bahrain Finder,1746268115-2849,88964,275.5,Saraya 2,RHA,2,30
Bahrain Finder,1746268115-2851,217000,671,Qalaah,RA,1,30
Bahrain Finder,1746268124-2901,113904,352.7,Samaheej,RB,1,30
Bahrain Finder,1746268124-2902,117263,363.1,Samaheej,RB,2,30
Bahrain Finder,1746268124-2903,119556,370.2,Samaheej,RB,2,30
Bahrain Finder,1746268124-2904,116520,360.8,Samaheej,RB,2,30
Bahrain Finder,1746268124-2907,115907,358.9,Samaheej,RB,1,30
Bahrain Finder,1746268124-2909,116423,360.5,Samaheej,RB,1,30
Bahrain Finder,1746268124-2910,115099,356.4,Samaheej,RB,1,30
Bahrain Finder,1746268124-2922,127392,394.5,Buqwa,RA,1,30
Bahrain Finder,1746268128-2931,106596,330.1,Hidd,RA,1,30
Bahrain Finder,1746268128-2932,106725,330.5,Hidd,RA,1,30
Bahrain Finder,1746268128-2933,124970,387,Hidd,RA,2,30
Bahrain Finder,1746268128-2959,109125,337.9,Samaheej,RB,1,30
Bahrain Finder,1746268128-2960,122269,378.6,Samaheej,RB,1,30
Bahrain Finder,1746268132-2970,116767,361.6,Sitra,RB,2,30
Bahrain Finder,1746268132-2974,161299,499.5,Hidd,RA,1,30
Bahrain Finder,1746268132-2975,111601,345.6,Hidd,RA,1,30
Bahrain Finder,1746268132-2976,109405,338.8,Hidd,RA,1,30
Bahrain Finder,1746268132-2977,109276,338.4,Hidd,RA,1,30
Bahrain Finder,1746268132-2978,109147,338,Hidd,RA,1,30
Bahrain Finder,1746268132-2979,108824,337,Hidd,RA,1,30
Bahrain Finder,1746268132-2985,111763,346.1,Hidd,RA,1,30
Bahrain Finder,1746268132-2986,139179,431,Hidd,RA,2,30
Bahrain Finder,1746268132-2987,106693,330.4,Hidd,RA,1,30
Bahrain Finder,1746268132-2988,106660,330.3,Hidd,RA,1,30
Bahrain Finder,1746268132-2989,106628,330.2,Hidd,RA,1,30
Bahrain Finder,1746268136-3003,115282,357,Maqaba,RA,2,30
Bahrain Finder,1746268136-3004,101332,313.8,Maqaba,RA,1,30
Bahrain Finder,1746268136-3005,98555,305.2,Maqaba,RA,1,30
Bahrain Finder,1746268140-3021,98200,304.1,Damistan,RA,1,30
Bahrain Finder,1746268153-3134,105207,325.8,Tubli,RA,2,30
Bahrain Finder,1746268153-3136,103011,319,Tubli,RA,1,30
Bahrain Finder,1746268158-3159,55155,170.8,Hamalah,RHA,1,30
Bahrain Finder,1746268158-3160,55155,170.8,Hamalah,RHA,1,30
Bahrain Finder,1746268162-3189,113345,351,Dilmunia,RA,1,30
Bahrain Finder,1746268162-3190,113636,351.9,Dilmunia,RA,1,30
Bahrain Finder,1746268166-3216,123161,381.4,A'ali,RB,2,30
Bahrain Finder,1746268171-3251,137499,425.8,Maqaba,RB,1,30
Bahrain Finder,1746268171-3253,142149,440.2,Maqaba,RB,1,30
Bahrain Finder,1746268171-3254,156971,486.1,Maqaba,RB,1,30
Bahrain Finder,1746268183-3323,121095,375,Diraz,RA,2,30
Bahrain Finder,1746268187-3358,68685,212.7,Hamalah,RHA,1,30
Bahrain Finder,1746268191-3404,68717,212.8,Hamalah,RHA,1,30
Bahrain Finder,1746268199-3451,103367,320.1,Jidhafs,RHA,3,30
Bahrain Finder,1746268209-3523,100202,310.3,Tubli,RB,1,30
Bahrain Finder,1746268213-3543,95000,294,Dair,RB,1,30
Bahrain Finder,1746268213-3557,98168,304,Busaiteen,RA,1,30
Bahrain Finder,1746268213-3559,157908,489,Nuwaydirat,RA,1,30
Bahrain Finder,1746268218-3566,127489,394.8,Arad,RB,1,30
Bahrain Finder,1746268222-3602,116993,362.3,Galali,RA,1,30
Bahrain Finder,1746268230-3663,104626,324,Samaheej,RA,1,30
Bahrain Finder,1746268233-3687,82797,256.4,Buqwa,RHA,1,30
Bahrain Finder,1746268233-3688,85994,266.3,Buqwa,RHA,2,30
Property Finder,1746260036-28,121000,376,Sanad,RA,1,29.9
Property Finder,1746261188-478,55000,171,Hamala,RHA,1,29.9
Property Finder,1746262226-884,98000,304,Galali,RA,1,29.9
Property Finder,1746262471-980,125000,389,Hidd,RA,1,29.9
Property Finder,1746262966-1172,147000,457,A'Ali,RA,1,29.9
Property Finder,1746263515-1387,120000,373,Maqabah,RA,1,29.9
Property Finder,1746263576-1411,155000,481,A'Ali,RB,1,29.9
Property Finder,1746264265-1680,77000,239,Hamala,RHA,1,29.9
Property Finder,1746264680-1845,125000,389,Sadad,RA,1,29.9
Bahrain Finder,1746267743-165,90000,279,Al Naim,RHB,1,29.9
Bahrain Finder,1746267763-320,51978,161.5,Hamalah,RHA,1,29.9
Bahrain Finder,1746267893-1251,125000,387.5,Hamad Town,RA,2,29.9
Bahrain Finder,1746267910-1379,120048,373,Riffa,RB,3,29.9
Bahrain Finder,1746267951-1682,134000,417,Nuwaydirat,RA,2,29.9
Bahrain Finder,1746268107-2792,55000,171,Hamalah,RHA,1,29.9
Property Finder,1746262304-915,157000,489,Sanad,RA,1,29.8
Property Finder,1746262882-1140,262000,817,Zinj,RA,1,29.8
Property Finder,1746263640-1436,105000,327,Eker,RA,1,29.8
Property Finder,1746264280-1686,103961,324,Galali,RA,1,29.8
Bahrain Finder,1746267812-657,137000,426.8,Hidd,RA,2,29.8
Bahrain Finder,1746267889-1225,235251,733.4,A'ali,RB,2,29.8
Bahrain Finder,1746267935-1557,105006,327.8,Al Eker,RA,2,29.8
Bahrain Finder,1746268007-2069,80000,249.1,Hamad Town,RB,1,29.8
Bahrain Finder,1746268050-2383,76000,236.6,Hamalah,RHA,2,29.8
Bahrain Finder,1746268054-2414,52000,162,Hamalah,RHA,1,29.8
Bahrain Finder,1746268066-2491,137320,428.1,Galali,RA,2,29.8
Property Finder,1746265031-1982,87000,272,Malkiyah,RA,1,29.7
Bahrain Finder,1746267914-1402,59000,184.8,Malkiya,RHA,1,29.7
Bahrain Finder,1746267994-1974,54000,169,Hamalah,RHA,1,29.7
Bahrain Finder,1746268020-2169,145000,453.7,Saraya 2,RA,1,29.7
Bahrain Finder,1746268062-2471,103580,324,Galali,RA,2,29.7
Bahrain Finder,1746268062-2474,103644,324.2,Galali,RA,2,29.7
Bahrain Finder,1746268070-2538,109622,342.9,Galali,RA,2,29.7
Bahrain Finder,1746268070-2539,109622,342.9,Galali,RA,2,29.7
Bahrain Finder,1746268136-3015,64000,200,Hamalah,RHA,1,29.7
Bahrain Finder,1746268149-3101,85901,268.7,Dar Kulaib,RHA,1,29.7
Bahrain Finder,1746268153-3118,75127,235,Shahrakkan,RA,1,29.7
Property Finder,1746260969-393,101383,318,Galali,RA,1,29.6
Property Finder,1746261768-706,111740,351,Sanad,RA,1,29.6
Property Finder,1746262968-1173,172000,540,Al Hajar,RA,1,29.6
Property Finder,1746263032-1198,84000,264,Dumistan,RHA,1,29.6
Bahrain Finder,1746267779-413,100000,314.2,Sadad,RA,1,29.6
Bahrain Finder,1746267820-726,55602,174.7,Hamalah,RHA,1,29.6
Bahrain Finder,1746267947-1667,87000,276.6,Malkiya,RA,1,29.6
Bahrain Finder,1746268025-2194,84178,264.2,Damistan,RHA,1,29.6
Bahrain Finder,1746268062-2451,101383,318.2,Galali,RA,2,29.6
Bahrain Finder,1746268062-2452,101383,318.2,Galali,RA,2,29.6
Bahrain Finder,1746268066-2485,103295,324.2,Galali,RA,2,29.6
Bahrain Finder,1746268066-2486,103295,324.2,Galali,RA,2,29.6
Bahrain Finder,1746268070-2532,97273,305.3,Galali,RA,2,29.6
Bahrain Finder,1746268070-2533,97273,305.3,Galali,RA,2,29.6
Bahrain Finder,1746268070-2534,97273,305.3,Galali,RA,2,29.6
Bahrain Finder,1746268136-3002,75000,235,Shahrakkan,RHA,1,29.6
Property Finder,1746262503-993,116346,366,Al Dair,RA,1,29.5
Property Finder,1746263166-1251,172000,541,Al Hajar,RA,1,29.5
Property Finder,1746263461-1366,98000,309,Al Sidra,RHA,1,29.5
Property Finder,1746263625-1430,140669,443,Tubli,RB,1,29.5
Property Finder,1746264924-1940,96600,304,Galali,RA,1,29.5
Property Finder,1746265273-2078,115679,364,Sitra,RB,1,29.5
Bahrain Finder,1746267729-7,164167,517,Jablat Hibshi,RA,2,29.5
Bahrain Finder,1746267743-144,115001,362.2,Al Eker,RA,1,29.5
Bahrain Finder,1746267759-271,85926,270.6,Hamalah,RHA,2,29.5
Bahrain Finder,1746267800-584,115003,362,Hamad Town,RA,1,29.5
Bahrain Finder,1746267824-744,120664,380,Salmabad,RB,3,29.5
Bahrain Finder,1746267828-774,80000,252.2,Hamalah,RHA,2,29.5
Bahrain Finder,1746267832-814,121077,381.3,Salmabad,RB,2,29.5
Bahrain Finder,1746267897-1286,71795,226.1,Hamalah,RHA,1,29.5
Bahrain Finder,1746267906-1357,80500,253.8,Hamalah,RHA,2,29.5
Bahrain Finder,1746267927-1503,75000,236.4,Shahrakkan,RHA,1,29.5
Bahrain Finder,1746267955-1716,173000,544,Sanad,RB,2,29.5
Bahrain Finder,1746267977-1876,111000,350,Karzakkan,RB,1,29.5
Bahrain Finder,1746267981-1883,111740,351.9,Sanad,RA,1,29.5
Bahrain Finder,1746267994-1982,55000,173.2,Hamalah,RHA,1,29.5
Bahrain Finder,1746268003-2041,111742,351.9,Nuwaydirat,RA,1,29.5
Bahrain Finder,1746268016-2129,111740,351.9,Nuwaydirat,RA,1,29.5
Bahrain Finder,1746268050-2380,139000,437,Sitra,RB,2,29.5
Bahrain Finder,1746268083-2603,665000,2099,Busaiteen,RB,2,29.5
Bahrain Finder,1746268083-2629,51441,162,Hamalah,RHA,1,29.5
Bahrain Finder,1746268183-3324,181473,571.5,Riffa,RB,2,29.5
Bahrain Finder,1746268191-3408,64555,203.3,Hamalah,RHA,1,29.5
Bahrain Finder,1746268222-3605,64873,204.3,Shahrakkan,RHA,1,29.5
Bahrain Finder,1746268222-3606,65953,207.7,Shahrakkan,RHA,1,29.5
Property Finder,1746260061-38,172000,544,Sanad,RB,1,29.4
Property Finder,1746260971-394,95571,302,Galali,RA,1,29.4
Property Finder,1746265093-2007,90602,286,Galali,RA,1,29.4
Bahrain Finder,1746267836-843,104749,331,Karzakkan,RA,1,29.4
Bahrain Finder,1746267897-1307,53012,167.8,Hamalah,RHA,1,29.4
Bahrain Finder,1746268045-2342,172038,544,Sanad,RB,1,29.4
Bahrain Finder,1746268066-2481,90603,286.3,Galali,RA,1,29.4
Bahrain Finder,1746268066-2482,90603,286.3,Galali,RA,1,29.4
Bahrain Finder,1746268066-2484,90603,286.3,Galali,RA,1,29.4
Bahrain Finder,1746268066-2505,88989,281.2,Galali,RA,1,29.4
Bahrain Finder,1746268066-2507,88989,281.2,Galali,RA,1,29.4
Bahrain Finder,1746268099-2727,85000,268.7,Dar Kulaib,RHA,1,29.4
Bahrain Finder,1746268120-2894,97000,307,Sitra,RB,1,29.4
Bahrain Finder,1746268128-2950,90602,286.3,Galali,RA,1,29.4
Bahrain Finder,1746268171-3252,118000,373,Maqaba,RA,2,29.4
Property Finder,1746260378-164,110000,349,A'Ali,RB,1,29.3
Property Finder,1746260659-272,60500,192,Askar,RA,1,29.3
Property Finder,1746260973-395,113601,360,Galali,RA,1,29.3
Property Finder,1746261219-491,95000,301,Hamala,RHA,1,29.3
Property Finder,1746261268-510,80500,255,Dar Kulaib,RHB,1,29.3
Property Finder,1746263571-1409,110000,349,Salmabad,RB,1,29.3
Property Finder,1746265334-2102,98881,314,Malkiyah,RA,1,29.3
Bahrain Finder,1746267885-1191,51092,162,Hamalah,RHA,1,29.3
Bahrain Finder,1746267960-1754,79000,250.9,Hamalah,RHA,1,29.3
Bahrain Finder,1746268066-2487,122369,388,Galali,RA,2,29.3
Bahrain Finder,1746268066-2488,122369,388,Galali,RA,2,29.3
Bahrain Finder,1746268066-2492,131074,415.6,Galali,RA,2,29.3
Bahrain Finder,1746268066-2496,122685,389,Galali,RA,2,29.3
Bahrain Finder,1746268066-2502,113602,360.2,Galali,RA,2,29.3
Bahrain Finder,1746268087-2656,56043,178,Hamalah,RHA,1,29.3
Bahrain Finder,1746268111-2828,67999,215.6,Hamalah,RHA,1,29.3
Bahrain Finder,1746268111-2831,70678,224.1,Hamalah,RHA,1,29.3
Bahrain Finder,1746268111-2832,71151,225.6,Hamalah,RHA,1,29.3
Bahrain Finder,1746268171-3244,80017,253.8,Hamalah,RHA,2,29.3
Property Finder,1746261173-472,108000,344,Hidd,RA,1,29.2
Bahrain Finder,1746267736-89,110000,349.7,Salmabad,RB,1,29.2
Bahrain Finder,1746267755-246,51000,162,Hamalah,RHA,1,29.2
Bahrain Finder,1746267804-608,170004,540.4,Jid Al Haj,RA,2,29.2
Bahrain Finder,1746267832-817,52000,165.4,Hamalah,RHA,1,29.2
Bahrain Finder,1746267877-1134,56984,181.3,Salmabad,RB,2,29.2
Bahrain Finder,1746267877-1149,115002,365.4,Hidd,RA,2,29.2
Bahrain Finder,1746267877-1150,115002,365.3,Hidd,RA,2,29.2
Bahrain Finder,1746267960-1755,78860,250.9,Hamalah,RHA,1,29.2
Bahrain Finder,1746267977-1857,60500,192.5,Ra's Hayyan,RA,1,29.2
Bahrain Finder,1746268087-2655,59090,188,Hamalah,RHA,1,29.2
Bahrain Finder,1746268183-3328,106990,340.4,Malkiya,RB,2,29.2
Bahrain Finder,1746268183-3329,88415,281.3,Malkiya,RA,1,29.2
Bahrain Finder,1746268183-3330,84926,270.2,Malkiya,RA,1,29.2
Bahrain Finder,1746268183-3331,84926,270.2,Malkiya,RA,1,29.2
Property Finder,1746261229-495,84500,270,Shahrakan,RB,1,29.1
Property Finder,1746261415-568,70453,225,Dumistan,RA,1,29.1
Property Finder,1746262005-799,69200,221,Hamala,RHA,1,29.1
Property Finder,1746262040-813,78300,250,Hamala,RHA,1,29.1
Property Finder,1746262338-928,55751,178,Hamala,RHA,1,29.1
Property Finder,1746262496-990,56625,181,Hamala,RHA,1,29.1
Property Finder,1746262498-991,61713,197,Hamala,RHA,1,29.1
Property Finder,1746264277-1685,114000,364,Galali,RA,1,29.1
Property Finder,1746265021-1978,107000,342,Hamala,RHA,1,29.1
Bahrain Finder,1746267906-1356,119373,381.1,Sitra,RB,1,29.1
Bahrain Finder,1746267923-1471,95755,305.7,Hamalah,RHA,2,29.1
Bahrain Finder,1746268020-2157,63000,201.8,Hamalah,RHA,1,29.1
Bahrain Finder,1746268054-2409,70600,225.6,Hamalah,RHA,1,29.1
Bahrain Finder,1746268066-2489,96694,308.7,Galali,RA,1,29.1
Bahrain Finder,1746268066-2490,139618,331.9,Galali,RA,1,29.1
Bahrain Finder,1746268066-2493,103962,331.9,Galali,RA,1,29.1
Bahrain Finder,1746268066-2494,103962,331.9,Galali,RA,1,29.1
Bahrain Finder,1746268066-2495,103962,331.9,Galali,RA,1,29.1
Bahrain Finder,1746268066-2504,96695,308.7,Galali,RA,1,29.1
Bahrain Finder,1746268078-2572,70195,224.1,Hamalah,RHA,1,29.1
Property Finder,1746260016-21,78000,250,Hamala,RHA,1,29
Property Finder,1746260039-29,106000,340,Salmabad,RB,1,29
Property Finder,1746260330-145,101263,324,A'Ali,RA,1,29
Property Finder,1746260371-161,105602,338,Maqabah,RA,1,29
Property Finder,1746260556-232,112438,360,Arad,RA,1,29
Property Finder,1746260642-266,93000,298,Al Markh,RB,1,29
Property Finder,1746260861-350,109565.73809999999,351,Hidd,RA,1,29
Property Finder,1746261530-613,100000,320,Nuwaidrat,RB,1,29
Property Finder,1746261609-644,67456,216,Hamala,RHA,1,29
Property Finder,1746262037-812,75600,242,Hamala,RHA,1,29
Property Finder,1746262050-817,69610,223,Hamala,RHA,1,29
Property Finder,1746262105-839,80848,259,Diyar Al Muharraq,RA,1,29
Property Finder,1746262243-891,79500,255,Dar Kulaib,RA,1,29
Property Finder,1746262613-1035,133446,427,Arad,RA,1,29
Property Finder,1746262727-1079,93647,300,Arad,RA,1,29
Property Finder,1746262736-1083,105353,337,Arad,RA,1,29
Property Finder,1746262897-1146,104042,333,Arad,RA,1,29
Property Finder,1746262919-1154,187262,599,Al Bareh,RA,1,29
Property Finder,1746263093-1222,183236,587,Hamala,RG,1,29
Property Finder,1746263865-1524,131000,420,Tubli,RB,1,29
Property Finder,1746263902-1539,130481,418,Galali,RA,1,29
Property Finder,1746264140-1630,136800,438,Hidd,RA,1,29
Property Finder,1746264184-1647,52442,168,Hamala,RHA,1,29
Property Finder,1746264535-1787,106226,340,Hidd,RB,1,29
Property Finder,1746264929-1942,79500,255,Dar Kulaib,RHB,1,29
Property Finder,1746265011-1974,108380,347,Tubli,RA,1,29
Property Finder,1746265385-2122,122989,394,Eker,RA,1,29
Property Finder,1746265496-2167,70000,224,Hamala,RHA,1,29
Property Finder,1746265516-2173,106758,342,Muharraq,RA,1,29
Bahrain Finder,1746267734-60,50413,161.5,Hamalah,RHA,1,29
Bahrain Finder,1746267743-142,109067,349.4,Hidd,RB,2,29
Bahrain Finder,1746267743-143,109067,349.4,Hidd,RB,2,29
Bahrain Finder,1746267743-157,148243,474.9,Riffa Al Shamali,RA,1,29
Bahrain Finder,1746267743-160,148243,474.9,Riffa Al Shamali,RA,1,29
Bahrain Finder,1746267743-161,148243,474.9,Riffa Al Shamali,RA,1,29
Bahrain Finder,1746267747-184,63773,204.3,Hamalah,RHA,1,29
Bahrain Finder,1746267747-185,59309,190,Hamalah,RHA,1,29
Bahrain Finder,1746267747-190,123302,395,Hidd,RA,1,29
Bahrain Finder,1746267751-219,54659,175.1,Hamalah,RHA,1,29
Bahrain Finder,1746267755-259,153269,491,Tubli,RB,2,29
Bahrain Finder,1746267767-324,109067,349.4,Hidd,RA,2,29
Bahrain Finder,1746267767-350,122865,393.6,Buqwa,RB,1,29
Bahrain Finder,1746267771-357,95000,304.2,Hidd,RA,1,29
Bahrain Finder,1746267771-372,132666,425,Maqaba,RB,2,29
Bahrain Finder,1746267779-440,53067,170,Hamalah,RHA,1,29
Bahrain Finder,1746267784-449,99921,320.1,Salmabad,RB,1,29
Bahrain Finder,1746267784-450,109286,350.1,Salmabad,RB,1,29
Bahrain Finder,1746267792-506,142905,457.8,A'ali,RA,1,29
Bahrain Finder,1746267792-525,107288,343.7,Muharraq,RA,1,29
Bahrain Finder,1746267804-597,181113,580.2,Samaheej,RA,3,29
Bahrain Finder,1746267804-613,81067,259.7,Hamalah,RHA,1,29
Bahrain Finder,1746267808-624,172747,553.4,Barbar,RA,2,29
Bahrain Finder,1746267812-663,156702,502,Dair,RA,2,29
Bahrain Finder,1746267812-677,52442,168,Hamalah,RHA,1,29
Bahrain Finder,1746267816-702,51631,165.4,Hamalah,RHA,1,29
Bahrain Finder,1746267820-736,166067,532,Sanad,RA,1,29
Bahrain Finder,1746267824-746,53972,172.9,Hamalah,RHA,1,29
Bahrain Finder,1746267828-773,93990,301.1,Sitra,RB,1,29
Bahrain Finder,1746267828-799,79500,255,Dar Kulaib,RHA,1,29
Bahrain Finder,1746267836-839,157670,505.1,Maqaba,RA,1,29
Bahrain Finder,1746267840-867,79600,255,Dar Kulaib,RHB,1,29
Bahrain Finder,1746267844-897,166317,532.8,Maqaba,RA,2,29
Bahrain Finder,1746267848-939,98204,314.6,Sadad,RA,1,29
Bahrain Finder,1746267848-944,126766,406.1,Arad,RB,1,29
Bahrain Finder,1746267861-1022,84032,269.2,Diraz,RHB,1,29
Bahrain Finder,1746267861-1030,131792,422.2,Maqaba,RA,1,29
Bahrain Finder,1746267865-1048,104572,335,Muharraq,RHB,2,29
Bahrain Finder,1746267869-1089,90088,288.6,Diraz,RHB,1,29
Bahrain Finder,1746267889-1244,81254,260.3,Hamalah,RHA,,29
Bahrain Finder,1746267893-1261,117059,375,Sadad,RA,2,29
Bahrain Finder,1746267897-1282,55813,178.8,Hamalah,RHA,1,29
Bahrain Finder,1746267897-1303,77415,248,Hamalah,RHA,2,29
Bahrain Finder,1746267901-1311,110000,352,Arad,RA,1,29
Bahrain Finder,1746267906-1369,112322,417.4,Tubli,RB,1,29
Bahrain Finder,1746267918-1432,101607,325.5,Salmabad,RB,1,29
Bahrain Finder,1746267918-1433,103729,332.3,Salmabad,RB,2,29
Bahrain Finder,1746267918-1438,108300,347.2,Tubli,RA,1,29
Bahrain Finder,1746267918-1454,89932,288.1,Halat AbdulSaleh,RB,1,29
Bahrain Finder,1746267918-1455,97455,312.2,Halat AbdulSaleh,RB,2,29
Bahrain Finder,1746267918-1456,93491,299.5,Halat AbdulSaleh,RB,2,29
Bahrain Finder,1746267918-1457,108599,347.9,Halat AbdulSaleh,RB,1,29
Bahrain Finder,1746267923-1481,115997,371.6,Al Hajar,RA,2,29
Bahrain Finder,1746267923-1482,144996,464.5,Al Hajar,RA,2,29
Bahrain Finder,1746267923-1489,108380,347.2,Tubli,RA,1,29
Bahrain Finder,1746267927-1513,114000,364.7,Galali,RA,2,29
Bahrain Finder,1746267931-1525,179958,576.5,Dair,RA,2,29
Bahrain Finder,1746267931-1542,133135,426.5,Dair,RA,3,29
Bahrain Finder,1746267931-1548,100000,320,Nuwaydirat,RB,1,29
Bahrain Finder,1746267935-1569,63212,202.5,Askar,RA,1,29
Bahrain Finder,1746267939-1584,93428,299.3,Barbar,RA,1,29
Bahrain Finder,1746267939-1587,120711,386.7,Buri,RA,2,29
Bahrain Finder,1746267939-1606,72420,232,Hamalah,RHA,1,29
Bahrain Finder,1746267943-1625,107132,343.2,Barbar,RA,1,29
Bahrain Finder,1746267943-1628,107413,344.1,Barbar,RA,1,29
Bahrain Finder,1746267943-1629,108818,348.6,Barbar,RA,2,29
Bahrain Finder,1746267947-1652,96144,308,Arad,RA,1,29
Bahrain Finder,1746267951-1678,70578,226.1,Hamalah,RHA,1,29
Bahrain Finder,1746267955-1706,173309,555.2,Busaiteen,RA,2,29
Bahrain Finder,1746267955-1713,140470,450,Busaiteen,RA,1,29
Bahrain Finder,1746267955-1724,157014,503,Riffa,RHB,3,29
Bahrain Finder,1746267960-1738,111190,356.2,Tubli,RB,2,29
Bahrain Finder,1746267968-1799,105353,337.5,Arad,RA,1,29
Bahrain Finder,1746267968-1809,102418,328.1,Arad,RA,1,29
Bahrain Finder,1746267968-1813,81348,260.6,Hamalah,RHA,2,29
Bahrain Finder,1746267968-1815,117964,377.9,Arad,RA,2,29
Bahrain Finder,1746267981-1910,132655,425,Tubli,RB,2,29
Bahrain Finder,1746267986-1915,69610,223,Hamalah,RHA,1,29
Bahrain Finder,1746267986-1916,70570,226.1,Hamalah,RHA,1,29
Bahrain Finder,1746267990-1949,78300,250.9,Hamalah,RHA,1,29
Bahrain Finder,1746267990-1957,75600,242.2,Hamalah,RHA,1,29
Bahrain Finder,1746268003-2034,132666,425,Tubli,RB,2,29
Bahrain Finder,1746268003-2035,132666,425,Tubli,RB,2,29
Bahrain Finder,1746268007-2071,93647,300,Salmabad,RB,1,29
Bahrain Finder,1746268007-2077,102000,329,Hidd,RA,1,29
Bahrain Finder,1746268011-2100,86061,275.7,Salmabad,RB,1,29
Bahrain Finder,1746268011-2110,128234,410.8,A'ali,RA,2,29
Bahrain Finder,1746268011-2111,126486,405.2,A'ali,RA,2,29
Bahrain Finder,1746268011-2112,105446,337.8,A'ali,RA,1,29
Bahrain Finder,1746268016-2128,78320,250.9,Hamalah,RHA,1,29
Bahrain Finder,1746268016-2130,75604,242.2,Hamalah,RHA,1,29
Bahrain Finder,1746268016-2139,136256,436.5,Sar,RA,1,29
Bahrain Finder,1746268020-2180,67207,215.3,Hamalah,RHA,1,29
Bahrain Finder,1746268029-2231,277819,890,East Riffa,RA,1,29
Bahrain Finder,1746268033-2243,62743,201,Shahrakkan,RA,2,29
