web-scraper-order,web-scraper-start-url,price,size,location,classification,roads,price per foot
"1746267955-1716","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 173,000","544","Sanad","RB","2","29.5"
"1746267955-1717","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 112,400","373","A'ali","RB","1","28"
"1746267955-1718","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 198,914","998.9","Sanad","RA","1","18.5"
"1746267955-1719","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 600,000","1367","Al Eker","COM","2","40.8"
"1746267955-1720","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 125,379","832","Ras Zuwaid","LD","1","14"
"1746267955-1721","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 105,521","445.6","Askar","RA","2","21.9"
"1746267955-1722","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 441,321","1108.1","Hamad Town","COM","2","37"
"1746267955-1723","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 61,019","165.9","Barbar","RHA","1","34.2"
"1746267955-1724","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 157,014","503","Riffa","RHB","3","29"
"1746267955-1725","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 72,403","210.2","Hamalah","RHA","1","32"
"1746267955-1726","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 127,000","389.8","Hidd","RA","2","30.3"
"1746267955-1727","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 47,925","164.9","Hamalah","RHA","1","27"
"1746267955-1728","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 48,506","166.9","Hamalah","RHA","1","27"
"1746267955-1729","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 48,796","167.9","Hamalah","RHA","1","27"
"1746267955-1730","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 58,578","181.4","Hamalah","RHA","2","30"
"1746267960-1731","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 220,231","620","Janabiyah","BD","1","33"
"1746267960-1732","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 148,199","344.2","Manama","RHB","2","40"
"1746267960-1733","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 201,563","891.7","Tubli","RB","1","21"
"1746267960-1734","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 160,002","625.4","Askar","RB*","2","23.8"
"1746267960-1735","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 100,000","405","Al Hajar","B3","1","22.9"
"1746267960-1736","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 492,927","2289.7","Al Hajar","RG","1","20"
"1746267960-1737","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 127,876","396","Muharraq","RA","1","30"
"1746267960-1738","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 111,190","356.2","Tubli","RB","2","29"
"1746267960-1739","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 86,002","220","Muharraq","RHA","2","36.3"
"1746267960-1740","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 274,116","909.5","Sitra","COM","1","28"
"1746267960-1741","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 379,862","1764.5","Maameer","LD","1","20"
"1746267960-1742","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 100,000","301.7","Daih","RB","1","31"
"1746267960-1743","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 96,596","320.5","Damistan","RB","1","28"
"1746267960-1744","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 48,000","161.5","Hamalah","RHA","1","27.7"
"1746267960-1745","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 125,000","276.2","Tubli","RHB","3","42.1"
"1746267960-1746","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 77,000","217.3","Buqwa","RHA","1","33"
"1746267960-1747","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 48,000","161.5","Hamalah","RHA","1","27.7"
"1746267960-1748","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 48,000","161.5","Hamalah","RHA","1","27.6"
"1746267960-1749","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 93,000","316","Malkiya","RB","1","27.4"
"1746267960-1750","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 110,000","367.9","Karzakkan","RA","2","28"
"1746267960-1751","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 103,000","351.5","Karzakkan","RB","1","27.4"
"1746267960-1752","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 115,000","347.5","Arad","RA","2","31"
"1746267960-1753","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 77,000","328.1","Askar","RA","1","21.9"
"1746267960-1754","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 79,000","250.9","Hamalah","RHA","1","29.3"
"1746267960-1755","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 78,860","250.9","Hamalah","RHA","1","29.2"
"1746267960-1756","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 110,002","374.2","Hawrat Sanad","RA","1","27.3"
"1746267960-1757","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 124,253","435.6","Sadad","RA","1","26.5"
"1746267960-1758","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 140,000","462","Bani Jamrah","RB","2","28.2"
"1746267960-1759","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 120,742","386.8","Diyar Al Muharraq","SP","1","29"
"1746267960-1760","https://bahrainfinder.bh/en/search-results/page/66/?type%5B0%5D=land&status%5B0%5D","BD 492,280","2286.7","Hamalah","RG","2","20"
"1746267964-1761","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 125,002","407.2","A'ali","RB","2","28.5"
"1746267964-1762","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 253,858","1474","Damistan","RG","1","16"
"1746267964-1763","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 269,560","1473.1","Damistan","RG","2","17"
"1746267964-1764","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 125,939","468","Hidd","S","2","25"
"1746267964-1765","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 157,746","586.2","Hidd","RA","2","25"
"1746267964-1766","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 160,000","442","Maqshaa","RB","1","33.6"
"1746267964-1767","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 92,000","334.1","Hamalah","RHA","2","25.6"
"1746267964-1768","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 48,675","161.5","Hamalah","RHA","1","28"
"1746267964-1769","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 77,697","328.1","Askar","RA","1","22"
"1746267964-1770","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 180,093","507","Shakhura","RB","3","33"
"1746267964-1771","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 124,297","461.9","Hidd","S","2","25"
"1746267964-1772","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 96,338","358","Hidd","S","2","25"
"1746267964-1773","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 93,647","300","Arad","RA","1","29"
"1746267964-1774","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 77,000","328.1","Askar","RA","1","21.8"
"1746267964-1775","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 231,998","605.8","Busaiteen","RB","1","35.6"
"1746267964-1776","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 118,611","400.7","Malkiya","RB","1","27.5"
"1746267964-1777","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 118,611","400.7","Malkiya","RB","1","27.5"
"1746267964-1778","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 96,235","313.7","Malkiya","RB","1","28.5"
"1746267964-1779","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 92,155","300.4","Malkiya","RB","1","28.5"
"1746267964-1780","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 150,000","500.8","Hamalah","RG","1","27.8"
"1746267964-1781","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 95,000","240.8","Buqwa","RHA","2","36.5"
"1746267964-1782","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 127,462","430.6","Malkiya","RB","2","27.5"
"1746267964-1783","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 118,641","400.8","Malkiya","RB","1","27.5"
"1746267964-1784","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 118,552","400.5","Malkiya","RB","1","27.5"
"1746267964-1785","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 103,000","357.1","Nuwaydirat","RA","1","26.8"
"1746267964-1786","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 77,000","239.4","Hamalah","RHA","2","30"
"1746267964-1787","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 125,736","440.8","Abu Saiba'a","B3","2","26.5"
"1746267964-1788","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 140,492","502","Malkiya","RA","1","26"
"1746267964-1789","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 195,000","515.6","Galali","B3*","1","35.1"
"1746267964-1790","https://bahrainfinder.bh/en/search-results/page/65/?type%5B0%5D=land&status%5B0%5D","BD 115,000","389.3","Al Eker","RA","1","27.5"
"1746267968-1791","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 84,000","261.8","Hamalah","RHA","2","30"
"1746267968-1792","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 75,000","220","Diyar Al Muharraq","RHA","1","31.7"
"1746267968-1793","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 138,000","466.6","Diyar Al Muharraq","SP","1","27.5"
"1746267968-1794","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 203,181","858","Tubli","RA","1","22"
"1746267968-1795","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 237,092","1001.2","Hidd","LD","1","22"
"1746267968-1796","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 563,818","873","Busaiteen","BD","2","60"
"1746267968-1797","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 150,000","695000","Askar","RA","2","20"
"1746267968-1798","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 108,863","301.9","Buqwa","RB","2","33.5"
"1746267968-1799","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 105,353","337.5","Arad","RA","1","29"
"1746267968-1800","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 176,487","819.8","Salmabad","B4","1","20"
"1746267968-1801","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 127,092","437.3","Sadad","RA","2","27"
"1746267968-1802","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 106,656","381.1","Sadad","RA","1","26"
"1746267968-1803","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 120,593","361.4","Arad","RA","3","31"
"1746267968-1804","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 121,221","417.1","Sadad","RA","2","27"
"1746267968-1805","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 153,953","550.1","Barbar","RB","1","26"
"1746267968-1806","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 108,986","337.5","Arad","RA","2","30"
"1746267968-1807","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 130,000","361.8","Sayah","RB","1","33.4"
"1746267968-1808","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 116,251","360","Arad","RA","2","30"
"1746267968-1809","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 102,418","328.1","Arad","RA","1","29"
"1746267968-1810","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 72,657","300","Jaw","RA","1","22.5"
"1746267968-1811","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 86,166","320.2","Hidd","S","1","25"
"1746267968-1812","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 120,449","373","Arad","RA","2","30"
"1746267968-1813","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 81,348","260.6","Hamalah","RHA","2","29"
"1746267968-1814","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 93,647","300","Arad","RA","1","29"
"1746267968-1815","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 117,964","377.9","Arad","RA","2","29"
"1746267968-1816","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 81,941","304.5","Dilmunia","SP","1","25"
"1746267968-1817","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 157,026","540.3","Diyar Al Muharraq","SP","1","27"
"1746267968-1818","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 496,812","1846.2","Jasrah","RG","2","25"
"1746267968-1819","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 63,000","184","Damistan","RB","1","31.8"
"1746267968-1820","https://bahrainfinder.bh/en/search-results/page/64/?type%5B0%5D=land&status%5B0%5D","BD 48,675","161.5","Hamalah","RHA","1","28"
"1746267973-1821","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 88,000","286","Karzakkan","RB","1","28.6"
"1746267973-1822","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 104,333","372.8","Hawrat Sanad","RA","2","26"
"1746267973-1823","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 61,000","185","Malkiya","RHA","1","30.6"
"1746267973-1824","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 148,199","344.2","Juffair","RHB","2","40"
"1746267973-1825","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 268,669","1040","Hidd","LD","1","24"
"1746267973-1826","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 85,994","266.3","Hamalah","RHA","2","30"
"1746267973-1827","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 220,346","602.8","Dilmunia","SP","1","34"
"1746267973-1828","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 118,296","314","Zinj","RB","2","35"
"1746267973-1829","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 120,336","385.5","Diyar Al Muharraq","SP","2","29"
"1746267973-1830","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 115,765","384.1","Diyar Al Muharraq","SP","2","28"
"1746267973-1831","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 85,000","286.5","Dar Kulaib","RHA","1","27.6"
"1746267973-1832","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 74,000","195","Karzakkan","RB","1","35"
"1746267973-1833","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 87,712","452.7","A'ali","B3","1","18"
"1746267973-1834","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 93,950","484.9","A'ali","B3","1","18"
"1746267973-1835","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 88,680","457.7","A'ali","B3","2","18"
"1746267973-1836","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 87,712","452.7","A'ali","B3","1","18"
"1746267973-1837","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 140,184","1001.8","Askar","SP","1","13"
"1746267973-1838","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 52,313","162","Durrat Al Muharraq","SP","1","30"
"1746267973-1839","https://bahrainfinder.bh/en/search-results/page/63/?type%5B0%5D=land&status%5B0%5D","BD 977,425","1397","Amwaj Island","BB","1","65"
